map_acc	map_name	map_start	map_stop	feature_acc	feature_name	feature_aliases	feature_start	feature_stop	feature_type_acc	is_landmark
tamu1104a-ctg1096	ctg1096	0	77	tamu1104a-ctg1096-2	txa6043		6	40	aflp	0
tamu1104a-ctg1096	ctg1096	0	77	tamu1104a-ctg1096-3	txa1458		6	29	aflp	0
tamu1104a-ctg1096	ctg1096	0	77	tamu1104a-ctg1096-5	txa4757		1	29	aflp	0
tamu1104a-ctg1096	ctg1096	0	77	tamu1104a-ctg1096-6	txa4961		39	40	aflp	0
tamu1104a-ctg1096	ctg1096	0	77	tamu1104a-ctg1096-7	txa2667		50	73	aflp	0
tamu1104a-ctg1096	ctg1096	0	77	tamu1104a-ctg1096-8	txa1773		50	73	aflp	0
tamu1104a-ctg1096	ctg1096	0	77	tamu1104a-ctg1096-9	txa5095		1	29	aflp	0
tamu1104a-ctg1096	ctg1096	0	77	tamu1104a-ctg1096-11	AW283346	6673190,AW283346.1	50	73	est	0
tamu1104a-ctg1096	ctg1096	0	77	tamu1104a-ctg1096-12	BG817523	14188503,BG817523.1	6	31	est	0
tamu1104a-ctg1111	ctg1111	0	53	tamu1104a-ctg1111-2	AW564023	7217901,AW564023.1	15	52	est	0
tamu1104a-ctg1111	ctg1111	0	53	tamu1104a-ctg1111-4	BE917681	10420028,BE917681.1	15	52	est	0
tamu1104a-ctg1111	ctg1111	0	53	tamu1104a-ctg1111-1	txa4579		24	49	aflp	0
tamu1104a-ctg1111	ctg1111	0	53	tamu1104a-ctg1111-3	txa4317		1	53	aflp	0
tamu1104a-ctg1113	ctg1113	0	56	tamu1104a-ctg1113-2	CB925191	30161462,CB925191.1	4	56	est	0
tamu1104a-ctg1113	ctg1113	0	56	tamu1104a-ctg1113-1	BE356757	9298314,BE356757.1	4	56	est	0
tamu1104a-ctg1118	ctg1118	0	26	tamu1104a-ctg1118-3	BI075560	14514217,BI075560.1	2	26	est	0
tamu1104a-ctg1118	ctg1118	0	26	tamu1104a-ctg1118-1	txa2487		2	26	aflp	0
tamu1104a-ctg1118	ctg1118	0	26	tamu1104a-ctg1118-2	txa5088		2	26	aflp	0
tamu1104a-ctg1140	ctg1140	0	48	tamu1104a-ctg1140-4	BG158604	12692268,BG158604.1	11	36	est	0
tamu1104a-ctg1140	ctg1140	0	48	tamu1104a-ctg1140-1	txa877		11	36	aflp	0
tamu1104a-ctg1140	ctg1140	0	48	tamu1104a-ctg1140-2	txa1020		11	36	aflp	0
tamu1104a-ctg1140	ctg1140	0	48	tamu1104a-ctg1140-3	txa4680		11	36	aflp	0
tamu1104a-ctg1140	ctg1140	0	48	tamu1104a-ctg1140-5	txa4859		11	36	aflp	0
tamu1104a-ctg1140	ctg1140	0	48	tamu1104a-ctg1140-6	txa4658		11	48	aflp	0
tamu1104a-ctg1140	ctg1140	0	48	tamu1104a-ctg1140-7	txa3058		11	36	aflp	0
tamu1104a-ctg1153	ctg1153	0	54	tamu1104a-ctg1153-3	BE360675	9302232,BE360675.1	8	54	est	0
tamu1104a-ctg1153	ctg1153	0	54	tamu1104a-ctg1153-1	txa3781		1	51	aflp	0
tamu1104a-ctg1153	ctg1153	0	54	tamu1104a-ctg1153-2	txa6588		1	51	aflp	0
tamu1104a-ctg1153	ctg1153	0	54	tamu1104a-ctg1153-4	txa234		18	44	aflp	0
tamu1104a-ctg1156	ctg1156	0	62	tamu1104a-ctg1156-4	CD426663	31332926,CD426663.1	25	41	est	0
tamu1104a-ctg1156	ctg1156	0	62	tamu1104a-ctg1156-1	txa885		21	41	aflp	0
tamu1104a-ctg1156	ctg1156	0	62	tamu1104a-ctg1156-2	txa6897		1	62	aflp	0
tamu1104a-ctg1156	ctg1156	0	62	tamu1104a-ctg1156-3	txa6655		21	41	aflp	0
tamu1104a-ctg1156	ctg1156	0	62	tamu1104a-ctg1156-5	txa5921		25	41	aflp	0
tamu1104a-ctg1156	ctg1156	0	62	tamu1104a-ctg1156-6	txa4303		21	41	aflp	0
tamu1104a-ctg1156	ctg1156	0	62	tamu1104a-ctg1156-7	txa4057		25	53	aflp	0
tamu1104a-ctg1157	ctg1157	0	26	tamu1104a-ctg1157-1	AW671819	7535718,AW671819.1	14	26	est	0
tamu1104a-ctg1182	ctg1182	0	41	tamu1104a-ctg1182-1	BG557643	13586641,BG557643.1	1	41	est	0
tamu1104a-ctg1210	ctg1210	0	43	tamu1104a-ctg1210-1	BM318170	18052512,BM318170.1	11	31	est	0
tamu1104a-ctg1210	ctg1210	0	43	tamu1104a-ctg1210-2	BG102659	12617492,BG102659.1	11	43	est	0
tamu1104a-ctg1210	ctg1210	0	43	tamu1104a-ctg1210-3	txa5779		11	31	aflp	0
tamu1104a-ctg1211	ctg1211	0	79	tamu1104a-ctg1211-1	BI098256	14569838,BI098256.1	21	79	est	0
tamu1104a-ctg1211	ctg1211	0	79	tamu1104a-ctg1211-2	txa753		3	48	aflp	0
tamu1104a-ctg1211	ctg1211	0	79	tamu1104a-ctg1211-3	txa4762		21	79	aflp	0
tamu1104a-ctg1218	ctg1218	0	57	tamu1104a-ctg1218-1	BG103151	12617984,BG103151.1	14	57	est	0
tamu1104a-ctg1240	ctg1240	0	70	tamu1104a-ctg1240-3	BG051187	12504667,BG051187.1	18	67	est	0
tamu1104a-ctg1240	ctg1240	0	70	tamu1104a-ctg1240-1	txa6839		18	70	aflp	0
tamu1104a-ctg1240	ctg1240	0	70	tamu1104a-ctg1240-2	txa5658		18	67	aflp	0
tamu1104a-ctg1240	ctg1240	0	70	tamu1104a-ctg1240-4	txa1551		12	67	aflp	0
tamu1104a-ctg1245	ctg1245	0	68	tamu1104a-ctg1245-1	BM323001	18060416,BM323001.1	37	65	est	0
tamu1104a-ctg1245	ctg1245	0	68	tamu1104a-ctg1245-2	CD426427	31332690,CD426427.1	12	68	est	0
tamu1104a-ctg1245	ctg1245	0	68	tamu1104a-ctg1245-3	BI351257	15045699,BI351257.1	25	41	est	0
tamu1104a-ctg1245	ctg1245	0	68	tamu1104a-ctg1245-4	CF489057	34517926,CF489057.1	1	62	est	0
tamu1104a-ctg1245	ctg1245	0	68	tamu1104a-ctg1245-10	txa3937		12	68	aflp	0
tamu1104a-ctg1245	ctg1245	0	68	tamu1104a-ctg1245-11	txa4965		17	62	aflp	0
tamu1104a-ctg1245	ctg1245	0	68	tamu1104a-ctg1245-12	txa443		37	65	aflp	0
tamu1104a-ctg1245	ctg1245	0	68	tamu1104a-ctg1245-5	txa5646		37	65	aflp	0
tamu1104a-ctg1245	ctg1245	0	68	tamu1104a-ctg1245-6	txa5809		37	65	aflp	0
tamu1104a-ctg1245	ctg1245	0	68	tamu1104a-ctg1245-7	txa4435		37	65	aflp	0
tamu1104a-ctg1245	ctg1245	0	68	tamu1104a-ctg1245-8	txa4445		17	65	aflp	0
tamu1104a-ctg1245	ctg1245	0	68	tamu1104a-ctg1245-9	txa5693		1	62	aflp	0
tamu1104a-ctg1253	ctg1253	0	45	tamu1104a-ctg1253-1	BI351046	15045488,BI351046.1	12	43	est	0
tamu1104a-ctg1253	ctg1253	0	45	tamu1104a-ctg1253-3	CN141041	45977349,CN141041.1	10	43	est	0
tamu1104a-ctg1253	ctg1253	0	45	tamu1104a-ctg1253-2	txa5701		10	45	aflp	0
tamu1104a-ctg1261	ctg1261	0	28	tamu1104a-ctg1261-4	txp354(08)	txp354	6	23	ssr	0
tamu1104a-ctg1261	ctg1261	0	28	tamu1104a-ctg1261-1	txa120		6	28	aflp	0
tamu1104a-ctg1261	ctg1261	0	28	tamu1104a-ctg1261-2	txa6728		5	23	aflp	0
tamu1104a-ctg1261	ctg1261	0	28	tamu1104a-ctg1261-3	txa6680		5	23	aflp	0
tamu1104a-ctg1267	ctg1267	0	40	tamu1104a-ctg1267-1	BE367529	9309086,BE367529.1	13	40	est	0
tamu1104a-ctg1267	ctg1267	0	40	tamu1104a-ctg1267-6	BG239922	12774995,BG239922.1	13	31	est	0
tamu1104a-ctg1267	ctg1267	0	40	tamu1104a-ctg1267-2	txa6501		13	31	aflp	0
tamu1104a-ctg1267	ctg1267	0	40	tamu1104a-ctg1267-3	txa6395		13	40	aflp	0
tamu1104a-ctg1267	ctg1267	0	40	tamu1104a-ctg1267-4	txa6382		2	31	aflp	0
tamu1104a-ctg1267	ctg1267	0	40	tamu1104a-ctg1267-5	txa5356		13	31	aflp	0
tamu1104a-ctg128	ctg128	0	88	tamu1104a-ctg128-1	txp327(04)	txp327	47	60	ssr	0
tamu1104a-ctg128	ctg128	0	88	tamu1104a-ctg128-2	txa4901		57	88	aflp	0
tamu1104a-ctg128	ctg128	0	88	tamu1104a-ctg128-3	txa1590		38	58	aflp	0
tamu1104a-ctg1297	ctg1297	0	54	tamu1104a-ctg1297-1	BF317919	11266452,BF317919.1	31	54	est	0
tamu1104a-ctg1297	ctg1297	0	54	tamu1104a-ctg1297-2	txa5435		12	43	aflp	0
tamu1104a-ctg1297	ctg1297	0	54	tamu1104a-ctg1297-3	txa4909		2	43	aflp	0
tamu1104a-ctg1300	ctg1300	0	53	tamu1104a-ctg1300-6	BE594891	9849964,BE594891.1	8	31	est	0
tamu1104a-ctg1300	ctg1300	0	53	tamu1104a-ctg1300-1	W49851	1338145,W49851-3,W49851.1	12	53	est	0
tamu1104a-ctg1300	ctg1300	0	53	tamu1104a-ctg1300-3	txa735		12	31	aflp	0
tamu1104a-ctg1300	ctg1300	0	53	tamu1104a-ctg1300-4	txa1200		8	31	aflp	0
tamu1104a-ctg1300	ctg1300	0	53	tamu1104a-ctg1300-5	txa5170		12	45	aflp	0
tamu1104a-ctg1300	ctg1300	0	53	tamu1104a-ctg1300-2	BG322410	13152088,BG322410.1	12	44	est	0
tamu1104a-ctg1310	ctg1310	0	72	tamu1104a-ctg1310-1	BI139681	14592124,BI139681.1	16	47	est	0
tamu1104a-ctg1310	ctg1310	0	72	tamu1104a-ctg1310-2	txa6181		12	41	aflp	0
tamu1104a-ctg1310	ctg1310	0	72	tamu1104a-ctg1310-3	txa4379		28	47	aflp	0
tamu1104a-ctg1310	ctg1310	0	72	tamu1104a-ctg1310-4	txa5473		16	47	aflp	0
tamu1104a-ctg1310	ctg1310	0	72	tamu1104a-ctg1310-5	txa4598		28	72	aflp	0
tamu1104a-ctg1310	ctg1310	0	72	tamu1104a-ctg1310-7	txa4821		28	62	aflp	0
tamu1104a-ctg1310	ctg1310	0	72	tamu1104a-ctg1310-6	BG101724	12616578,BG101724.1	16	53	est	0
tamu1104a-ctg1322	ctg1322	0	97	tamu1104a-ctg1322-4	CD206094	30936823,CD206094.1	67	97	est	0
tamu1104a-ctg1322	ctg1322	0	97	tamu1104a-ctg1322-8	BM323019	18060448,BM323019.1	1	41	est	0
tamu1104a-ctg1322	ctg1322	0	97	tamu1104a-ctg1322-1	txa6636		47	85	aflp	0
tamu1104a-ctg1322	ctg1322	0	97	tamu1104a-ctg1322-10	txa5511		67	86	aflp	0
tamu1104a-ctg1322	ctg1322	0	97	tamu1104a-ctg1322-11	txa4434		57	67	aflp	0
tamu1104a-ctg1322	ctg1322	0	97	tamu1104a-ctg1322-12	sts560		59	81	rflp	0
tamu1104a-ctg1322	ctg1322	0	97	tamu1104a-ctg1322-2	txa515		23	41	aflp	0
tamu1104a-ctg1322	ctg1322	0	97	tamu1104a-ctg1322-3	txa6090		42	67	aflp	0
tamu1104a-ctg1322	ctg1322	0	97	tamu1104a-ctg1322-5	txa3843		59	67	aflp	0
tamu1104a-ctg1322	ctg1322	0	97	tamu1104a-ctg1322-6	txa5442		59	66	aflp	0
tamu1104a-ctg1322	ctg1322	0	97	tamu1104a-ctg1322-7	txa5741		59	66	aflp	0
tamu1104a-ctg1322	ctg1322	0	97	tamu1104a-ctg1322-9	txa606		67	85	aflp	0
tamu1104a-ctg1337	ctg1337	0	43	tamu1104a-ctg1337-1	BI351450	15045892,BI351450.1	2	43	est	0
tamu1104a-ctg1337	ctg1337	0	43	tamu1104a-ctg1337-2	BF421983	11409972,BF421983.1	2	43	est	0
tamu1104a-ctg1337	ctg1337	0	43	tamu1104a-ctg1337-3	txa1920		2	43	aflp	0
tamu1104a-ctg1337	ctg1337	0	43	tamu1104a-ctg1337-4	txa5550		2	43	aflp	0
tamu1104a-ctg1342	ctg1342	0	43	tamu1104a-ctg1342-2	BE360523	9302080,BE360523.1	10	43	est	0
tamu1104a-ctg1342	ctg1342	0	43	tamu1104a-ctg1342-1	txa4897		10	32	aflp	0
tamu1104a-ctg1345	ctg1345	0	48	tamu1104a-ctg1345-1	CD462481	31383749,CD462481.1	1	48	est	0
tamu1104a-ctg1345	ctg1345	0	48	tamu1104a-ctg1345-2	CD428230	31334699,CD428230.1	3	48	est	0
tamu1104a-ctg1379	ctg1379	0	41	tamu1104a-ctg1379-1	BI074560	14513217,BI074560.1	5	41	est	0
tamu1104a-ctg1379	ctg1379	0	41	tamu1104a-ctg1379-2	BG048220	12498753,BG048220.1	5	24	est	0
tamu1104a-ctg1392	ctg1392	0	35	tamu1104a-ctg1392-1	BM326558	18065695,BM326558.1	3	35	est	0
tamu1104a-ctg1393	ctg1393	0	22	tamu1104a-ctg1393-3	CN138086	45972225,CN138086.1	12	22	est	0
tamu1104a-ctg1393	ctg1393	0	22	tamu1104a-ctg1393-1	txa1617		1	22	aflp	0
tamu1104a-ctg1393	ctg1393	0	22	tamu1104a-ctg1393-2	txa5051		12	22	aflp	0
tamu1104a-ctg1395	ctg1395	0	60	tamu1104a-ctg1395-5	txp75(01)	txp75	1	51	ssr	0
tamu1104a-ctg1395	ctg1395	0	60	tamu1104a-ctg1395-6	BG053091	12508423,BG053091.1	2	34	est	0
tamu1104a-ctg1395	ctg1395	0	60	tamu1104a-ctg1395-1	txa3826		1	51	aflp	0
tamu1104a-ctg1395	ctg1395	0	60	tamu1104a-ctg1395-2	txa5075		2	34	aflp	0
tamu1104a-ctg1395	ctg1395	0	60	tamu1104a-ctg1395-3	txa1882		2	34	aflp	0
tamu1104a-ctg1395	ctg1395	0	60	tamu1104a-ctg1395-4	txa5789		1	60	aflp	0
tamu1104a-ctg1395	ctg1395	0	60	tamu1104a-ctg1395-7	txa4482		1	51	aflp	0
tamu1104a-ctg1415	ctg1415	0	35	tamu1104a-ctg1415-1	AW746285	7660023,AW746285.1	2	35	est	0
tamu1104a-ctg142	ctg142	0	130	tamu1104a-ctg142-5	txp4(02)	txp4	3	33	ssr	0
tamu1104a-ctg142	ctg142	0	130	tamu1104a-ctg142-1	txa3969		66	94	aflp	0
tamu1104a-ctg142	ctg142	0	130	tamu1104a-ctg142-2	txa4413		54	60	aflp	0
tamu1104a-ctg142	ctg142	0	130	tamu1104a-ctg142-3	txa4356		8	37	aflp	0
tamu1104a-ctg142	ctg142	0	130	tamu1104a-ctg142-4	txa1918		8	33	aflp	0
tamu1104a-ctg142	ctg142	0	130	tamu1104a-ctg142-6	txa3265		76	129	aflp	0
tamu1104a-ctg142	ctg142	0	130	tamu1104a-ctg142-7	txa1419		66	130	aflp	0
tamu1104a-ctg142	ctg142	0	130	tamu1104a-ctg142-8	txa1535		3	33	aflp	0
tamu1104a-ctg1429	ctg1429	0	54	tamu1104a-ctg1429-2	BE362379	9303936,BE362379.1	25	49	est	0
tamu1104a-ctg1429	ctg1429	0	54	tamu1104a-ctg1429-1	txa1091		19	54	aflp	0
tamu1104a-ctg1429	ctg1429	0	54	tamu1104a-ctg1429-3	txa6677		25	49	aflp	0
tamu1104a-ctg1429	ctg1429	0	54	tamu1104a-ctg1429-4	txa594		25	54	aflp	0
tamu1104a-ctg1429	ctg1429	0	54	tamu1104a-ctg1429-5	txa4341		25	49	aflp	0
tamu1104a-ctg1429	ctg1429	0	54	tamu1104a-ctg1429-6	txa898		2	49	aflp	0
tamu1104a-ctg1433	ctg1433	0	37	tamu1104a-ctg1433-3	txp51(04)	txp51	8	30	ssr	0
tamu1104a-ctg1433	ctg1433	0	37	tamu1104a-ctg1433-1	txa6555		21	37	aflp	0
tamu1104a-ctg1433	ctg1433	0	37	tamu1104a-ctg1433-2	txa6183		21	25	aflp	0
tamu1104a-ctg1433	ctg1433	0	37	tamu1104a-ctg1433-4	txa5345		1	30	aflp	0
tamu1104a-ctg1442	ctg1442	0	45	tamu1104a-ctg1442-2	txp31(03)	txp31	7	29	ssr	0
tamu1104a-ctg1442	ctg1442	0	45	tamu1104a-ctg1442-1	txa4816		7	45	aflp	0
tamu1104a-ctg1450	ctg1450	0	29	tamu1104a-ctg1450-1	BF587256	11679580,BF587256.1	7	23	est	0
tamu1104a-ctg1450	ctg1450	0	29	tamu1104a-ctg1450-2	txp285(03)	txp285	2	29	ssr	0
tamu1104a-ctg1450	ctg1450	0	29	tamu1104a-ctg1450-3	txa3899		7	23	aflp	0
tamu1104a-ctg1450	ctg1450	0	29	tamu1104a-ctg1450-4	txa2578		7	23	aflp	0
tamu1104a-ctg1468	ctg1468	0	44	tamu1104a-ctg1468-1	BI076054	14514711,BI076054.1	2	44	est	0
tamu1104a-ctg1468	ctg1468	0	44	tamu1104a-ctg1468-2	CF759039	37708264,CF759039.1	2	42	est	0
tamu1104a-ctg1491	ctg1491	0	57	tamu1104a-ctg1491-2	txp168(07)	txp168	4	33	ssr	0
tamu1104a-ctg1491	ctg1491	0	57	tamu1104a-ctg1491-1	sts1703		20	57	rflp	0
tamu1104a-ctg1495	ctg1495	0	60	tamu1104a-ctg1495-2	BM322255	18059067,BM322255.1	16	53	est	0
tamu1104a-ctg1495	ctg1495	0	60	tamu1104a-ctg1495-1	txa4944		13	53	aflp	0
tamu1104a-ctg1495	ctg1495	0	60	tamu1104a-ctg1495-3	txa6679		13	53	aflp	0
tamu1104a-ctg1495	ctg1495	0	60	tamu1104a-ctg1495-4	txa1474		13	53	aflp	0
tamu1104a-ctg1495	ctg1495	0	60	tamu1104a-ctg1495-5	txa6478		13	60	aflp	0
tamu1104a-ctg1495	ctg1495	0	60	tamu1104a-ctg1495-6	txa4891		16	53	aflp	0
tamu1104a-ctg1496	ctg1496	0	28	tamu1104a-ctg1496-6	CF430379	34443080,CF430379.1	8	28	est	0
tamu1104a-ctg1496	ctg1496	0	28	tamu1104a-ctg1496-1	txa6801		8	28	aflp	0
tamu1104a-ctg1496	ctg1496	0	28	tamu1104a-ctg1496-2	txa4405		8	28	aflp	0
tamu1104a-ctg1496	ctg1496	0	28	tamu1104a-ctg1496-3	txa610		5	28	aflp	0
tamu1104a-ctg1496	ctg1496	0	28	tamu1104a-ctg1496-4	txa4216		8	28	aflp	0
tamu1104a-ctg1496	ctg1496	0	28	tamu1104a-ctg1496-5	txa2614		5	28	aflp	0
tamu1104a-ctg1501	ctg1501	0	45	tamu1104a-ctg1501-1	txp56(02)	txp56	9	45	ssr	0
tamu1104a-ctg1501	ctg1501	0	45	tamu1104a-ctg1501-2	txa4465		16	33	aflp	0
tamu1104a-ctg1502	ctg1502	0	47	tamu1104a-ctg1502-1	AW564879	7218757,AW564879.1	13	47	est	0
tamu1104a-ctg1502	ctg1502	0	47	tamu1104a-ctg1502-2	txa4390		16	41	aflp	0
tamu1104a-ctg1502	ctg1502	0	47	tamu1104a-ctg1502-3	txa5881		13	41	aflp	0
tamu1104a-ctg1527	ctg1527	0	37	tamu1104a-ctg1527-1	CB928400	30164671,CB928400.1	8	36	est	0
tamu1104a-ctg1527	ctg1527	0	37	tamu1104a-ctg1527-2	BE365284	9306841,BE365284.1	5	37	est	0
tamu1104a-ctg1530	ctg1530	0	41	tamu1104a-ctg1530-2	BF656749	11921883,BF656749.1	14	35	est	0
tamu1104a-ctg1530	ctg1530	0	41	tamu1104a-ctg1530-1	txa3075		6	23	aflp	0
tamu1104a-ctg1530	ctg1530	0	41	tamu1104a-ctg1530-3	txa6667		2	41	aflp	0
tamu1104a-ctg1543	ctg1543	0	60	tamu1104a-ctg1543-1	BE599995	9855068,BE599995.1	17	60	est	0
tamu1104a-ctg1543	ctg1543	0	60	tamu1104a-ctg1543-2	txp285(03)	txp285	17	51	ssr	0
tamu1104a-ctg1543	ctg1543	0	60	tamu1104a-ctg1543-4	AW565362	7219240,AW565362.1	17	51	est	0
tamu1104a-ctg1543	ctg1543	0	60	tamu1104a-ctg1543-3	txa6876		17	60	aflp	0
tamu1104a-ctg1550	ctg1550	0	130	tamu1104a-ctg1550-1	CD461699	31376796,CD461699.1	31	45	est	0
tamu1104a-ctg1550	ctg1550	0	130	tamu1104a-ctg1550-2	CD204264	30933126,CD204264.1	14	37	est	0
tamu1104a-ctg1550	ctg1550	0	130	tamu1104a-ctg1550-3	BF587114	11679438,BF587114.1	52	94	est	0
tamu1104a-ctg1550	ctg1550	0	130	tamu1104a-ctg1550-4	txa6327		31	66	aflp	0
tamu1104a-ctg1550	ctg1550	0	130	tamu1104a-ctg1550-5	txa981		73	117	aflp	0
tamu1104a-ctg1550	ctg1550	0	130	tamu1104a-ctg1550-6	txa6619		52	130	aflp	0
tamu1104a-ctg1553	ctg1553	0	51	tamu1104a-ctg1553-2	BG605849	13655820,BG605849.1	14	51	est	0
tamu1104a-ctg1553	ctg1553	0	51	tamu1104a-ctg1553-13	BG947283	14365472,BG947283.1	3	29	est	0
tamu1104a-ctg1553	ctg1553	0	51	tamu1104a-ctg1553-1	txa1043		2	29	aflp	0
tamu1104a-ctg1553	ctg1553	0	51	tamu1104a-ctg1553-10	txa4811		3	29	aflp	0
tamu1104a-ctg1553	ctg1553	0	51	tamu1104a-ctg1553-11	txa5960		14	40	aflp	0
tamu1104a-ctg1553	ctg1553	0	51	tamu1104a-ctg1553-12	txa2398		3	40	aflp	0
tamu1104a-ctg1553	ctg1553	0	51	tamu1104a-ctg1553-3	txa5439		2	29	aflp	0
tamu1104a-ctg1553	ctg1553	0	51	tamu1104a-ctg1553-4	txa5223		3	40	aflp	0
tamu1104a-ctg1553	ctg1553	0	51	tamu1104a-ctg1553-5	txa4860		14	51	aflp	0
tamu1104a-ctg1553	ctg1553	0	51	tamu1104a-ctg1553-6	txa1162		14	29	aflp	0
tamu1104a-ctg1553	ctg1553	0	51	tamu1104a-ctg1553-7	txa4131		3	40	aflp	0
tamu1104a-ctg1553	ctg1553	0	51	tamu1104a-ctg1553-8	txa1149		3	29	aflp	0
tamu1104a-ctg1553	ctg1553	0	51	tamu1104a-ctg1553-9	txa130		3	29	aflp	0
tamu1104a-ctg1564	ctg1564	0	49	tamu1104a-ctg1564-2	BE360675	9302232,BE360675.1	6	49	est	0
tamu1104a-ctg1564	ctg1564	0	49	tamu1104a-ctg1564-1	txa5952		6	46	aflp	0
tamu1104a-ctg1569	ctg1569	0	76	tamu1104a-ctg1569-2	BG649801	13784913,BG649801.1	26	65	est	0
tamu1104a-ctg1569	ctg1569	0	76	tamu1104a-ctg1569-6	BM323894	18062108,BM323894.1	26	65	est	0
tamu1104a-ctg1569	ctg1569	0	76	tamu1104a-ctg1569-1	txa4761		1	46	aflp	0
tamu1104a-ctg1569	ctg1569	0	76	tamu1104a-ctg1569-3	231g1_14	29425910,BZ412926,BZ412926.1	12	42	gss	0
tamu1104a-ctg1569	ctg1569	0	76	tamu1104a-ctg1569-4	txa6883		38	76	aflp	0
tamu1104a-ctg1569	ctg1569	0	76	tamu1104a-ctg1569-5	txa2056		38	46	aflp	0
tamu1104a-ctg1570	ctg1570	0	47	tamu1104a-ctg1570-1	CF756468	37705549,CF756468.1	4	47	est	0
tamu1104a-ctg1574	ctg1574	0	56	tamu1104a-ctg1574-1	BG739278	14088967,BG739278.1	26	56	est	0
tamu1104a-ctg1574	ctg1574	0	56	tamu1104a-ctg1574-2	txa1723		26	56	aflp	0
tamu1104a-ctg1584	ctg1584	0	66	tamu1104a-ctg1584-1	CD227587	30971021,CD227587.1	29	32	est	0
tamu1104a-ctg1584	ctg1584	0	66	tamu1104a-ctg1584-5	CF430460	34443161,CF430460.1	1	38	est	0
tamu1104a-ctg1584	ctg1584	0	66	tamu1104a-ctg1584-2	txa6834		39	62	aflp	0
tamu1104a-ctg1584	ctg1584	0	66	tamu1104a-ctg1584-3	txa1079		29	32	aflp	0
tamu1104a-ctg1584	ctg1584	0	66	tamu1104a-ctg1584-4	txa6746		39	66	aflp	0
tamu1104a-ctg1584	ctg1584	0	66	tamu1104a-ctg1584-6	BE361817	9303374,BE361817.1	39	66	est	0
tamu1104a-ctg1588	ctg1588	0	97	tamu1104a-ctg1588-2	AW282965	6672809,AW282965.1	20	97	est	0
